match_id,radiant_win
6,0.8363256334607382
7,0.7790246846147922
10,0.20104282586278682
13,0.8679630273922775
16,0.2591884257086757
18,0.398009314237336
19,0.5600471737310081
24,0.5855913952369552
33,0.22873532850070102
37,0.6875409778064945
41,0.16502065879032868
42,0.3429592411009719
55,0.25368054802967044
60,0.689566552652594
62,0.5712027956481283
63,0.6384221512152527
64,0.09565364846996083
71,0.5737391395498911
72,0.3400589010658164
83,0.5330895048947633
85,0.7937663679116528
89,0.9357065042652285
92,0.7774823469118783
100,0.9633533747659707
102,0.893868273589188
108,0.5645715862577987
111,0.79196745047554
126,0.20267778346988793
130,0.05704294763928285
140,0.8034801740591689
141,0.2703741378385233
152,0.8499571666452372
153,0.7606740782539761
159,0.5828913648705247
160,0.613221890479799
163,0.6267819232455676
178,0.581318881615345
179,0.36497909164961
181,0.6924069126244511
196,0.1530949560491285
206,0.12717959733099446
209,0.5665298931151372
216,0.5672879583383906
228,0.08413136663597803
230,0.4406391871317529
242,0.7324566676032839
245,0.18305240360178388
261,0.5271422589116075
274,0.5015287168927322
282,0.7616977319167422
289,0.5447544641006797
296,0.1063644714332687
297,0.6340984225611612
302,0.3158306581349222
304,0.0243951796958887
313,0.8113062154423492
316,0.4964771742115454
317,0.43188046205414876
344,0.8877368151417623
348,0.7652033444246809
352,0.5333217127650118
354,0.5759908661506856
361,0.46521312089682765
362,0.23918511397057354
363,0.7565656857664643
365,0.4176308910322938
375,0.31538645540519683
380,0.3323623771497352
384,0.5451213219257026
394,0.7904166786259716
399,0.6231525910620938
404,0.7450510051860425
406,0.6712867623650801
430,0.1693896199662677
432,0.34664355918109413
443,0.47190228220063324
463,0.6372233863850209
467,0.5437739358949727
474,0.19658434806316769
488,0.2353811906791774
502,0.9183636628539066
503,0.2816808025706908
507,0.3063755756982584
508,0.40994356337998344
509,0.4674988233437882
516,0.3811888908646766
528,0.2982416080227219
542,0.6196433188906121
547,0.19150156209317742
552,0.5642654403488867
555,0.6346010721850854
561,0.6432503882515933
569,0.8190444597997492
575,0.9545679730808392
576,0.8225570008595897
582,0.19896952118479797
585,0.46489521317617605
586,0.5832046871281797
590,0.8202956906585827
592,0.2390301189214406
598,0.4216050234679771
599,0.27612785103914805
600,0.7463389129022828
601,0.5791377669541994
603,0.3320165784831688
617,0.49152063529286893
628,0.482197438870609
634,0.15506444688389182
635,0.33088952644947994
639,0.44526390073277905
644,0.6743739889266434
646,0.7547895856287007
650,0.09232082796393104
659,0.8424971497091527
663,0.3901658981882696
668,0.6652127474860953
670,0.4291052150104425
678,0.4399177160833587
679,0.2912581548168686
686,0.7923912821269142
694,0.28823994631028277
696,0.9035626896712416
702,0.8981714009960109
709,0.4069657286321848
712,0.3700883667714483
723,0.2337588978300643
729,0.43944067628046285
733,0.7515291418376232
735,0.40569973658500075
737,0.38077232180311626
749,0.709606823331828
752,0.499091519582598
767,0.9256145034550474
771,0.12818354658850106
778,0.5106753231072146
780,0.7607312646784
790,0.5181538276486408
797,0.38173917999350493
802,0.35016549246940376
805,0.7287000634682798
807,0.7908052890118284
808,0.858146149625692
811,0.3560930735391185
815,0.13260272373100138
820,0.7645502575970461
838,0.17577234700005162
861,0.16576755360632217
886,0.24023603018963716
889,0.11017573877550516
904,0.6648076890782664
913,0.44300710012080535
928,0.7272072428147414
